"Stock Code","Description","Unit"
"AUPP001002","Cnsr Miraco Diabetta Capsules","EACH"
"AUPP001003","Cnsr Blossom Natural Calcium &","EACH"
"AUPP001004","Cnsr Blossom Natural Calcium &","EACH"
"AUPP001005","Cnsr Koda Regal Cordyceps","EACH"
"AUPP001006","Cnsr Koda Regal Ganoderma","EACH"
"AUPP001007","Cnsr Koda Vibe Capsules 100's","EACH"
"AUPP001008","Cnsr Koda Liviton Capsules","EACH"
"AUPP001009","Cnsr Koda GanoMax Capsules","EACH"
"AUPP001010","Cnsr Koda CordyMax Capsules","EACH"
"AUPP001011","Can Butler Organics Goat Milk","EACH"
"AUPP001012","Foil Mothernest Organic","KG"
"AUPP001013","Jar Fleuri Placenta Cream 100g","EACH"
"AUPP001014","Sachet Conbair Marine Collagen","EACH"
"AUPP001015","Cnsr OZBetter Omega-3 Capsules","EACH"
"AUPP001016","Cnsr Purarose Placen Q","EACH"
"AUPP001017","Cnsr Nurse357 Squalene 1000mg","EACH"
"AUPP001018","Foil Nurse357 Squalene 1000mg","KG"
"AUPP001019","Can Conbair Strength Calcium","EACH"
"AUPP001020","Can Conbair Strength Zinc","EACH"
"AUPP001021","Cnsr Pure Bioactive Acai","EACH"
"AUPP001022","Cnsr Pure Bioactive Maxi Maca","EACH"
"AUPP001023","Cnsr Rebirth Life Platinum","EACH"
"AUPP001024","Brochure Nature's Family","EACH"
"AUPP001025","Cnsr Nature's Family Propolis","EACH"
"AUPP001026","Cnsr Organic Nature Propolis","EACH"
"AUPP001027","Cnsr Bio Island Collagen &","EACH"
"AUPP001028","Can Conbair Goat Milk Powder","EACH"
"AUPP001029","Can Conbair Soy Protein","EACH"
"AUPP001030","Can Conbair Sheep Milk Powder","EACH"
"AUPP001031","Brochure Dr Natural (V01)","EACH"
"AUPP001032","Cnsr Organic Nature Propolis","EACH"
"AUPP001033","Cnsr Vita Organic Propolis","EACH"
"AUPP001034","Cnsr Bio Island DHA For","EACH"
"AUPP001035","Cnsr Goldenport Colostrum","EACH"
"AUPP001036","CNSR ABN Colostrum & Milk 100","EACH"
"AUPP001037","Cnsr EverNature Grape Seed","EACH"
"AUPP001038","Pure Bioactive Baby","EACH"
"AUPP001039","Cnsr Wellwisse Grape Seed 3000","EACH"
"AUPP001040","Conbair Goat Milk Powder","EACH"
"AUPP001041","Can Cobayer Soy Protein Powder","EACH"
"AUPP001042","Cnsr Wellwisse Baby Sheep","EACH"
"AUPP001043","Cnsr Wellwisse Glucosamine","EACH"
"AUPP001044","Cnsr Wellwisse Grape Seed","EACH"
"AUPP001045","Cnsr Wellwisse Glucosamine","EACH"
"AUPP001046","All Well Omega-3","EACH"
"AUPP001047","Cnsr Regal Ganoderma HS","EACH"
"AUPP001048","Cnsr Regal Cordyceps HS","EACH"
"AUPP001049","Cnsr Scape Omega-3","EACH"
"AUPP001050","Cnsr Scape Liver Tonic","EACH"
"AUPP001051","Cnsr Scape Kids Omega-3","EACH"
"AUPP001052","Cnsr Scape Goat Milk Tablet","EACH"
"AUPP001053","Cnsr Scape Propolis 2000mg","EACH"
"AUPP001054","Cnsr Scape Royal Jelly","EACH"
"AUPP001055","Cnsr Scape Squalene","EACH"
"AUPP001056","Scape grape Seed 12000mg","EACH"
"AUPP001057","Cnsr Scape Chlorophyll","EACH"
"AUPP001058","Cnsr Auhealth Algae DHA Oil SG","EACH"
"AUPP001059","Cnsr Topco Super Liver Tonic","EACH"
"AUPP001060","Cnsr Topco Super Liver Tonic","EACH"
"AUPP001061","Cnsr Dr. Nature Goats Milk","EACH"
"AUPP001062","Cnsr Dr. Nature Shark","EACH"
"AUPP001063","Cnsr ABN Omega-3 Fish Oil","EACH"
"AUPP001064","Cnsr Ausbestree DHA Algae Oil","EACH"
"AUPP001065","Cnsr Ausbestree DHA Algae Oil","EACH"
"AUPP001066","Cnsr Ausbestree Mushroom","EACH"
"AUPP001067","Cnsr Ausbestree Seaweed","EACH"
"AUPP001068","Foil Dr. Nature 4 in One Joint","KG"
"AUPP001069","Foil Dr. Nature Brain & Heart","KG"
"AUPP001070","Cnsr Dr. Nature 4 in One Joint","EACH"
"AUPP001071","Sachet Good Health Formulated","KG"
"AUPP001072","Tin Good Health Formulated","EACH"
"AUPP001073","Sachet Good Health Formulated","KG"
"AUPP001074","Sachet Neurio Formulated Milk","KG"
"AUPP001075","Tin Neurio Formulated Milk","EACH"
"AUPP001076","Tin Neurio Formulated Milk","EACH"
"AUPP001077","Bio-E PET Clr Rnd Btl","EACH"
"AUPP001078","Cnsr Kidsbon Mushroom Oil","EACH"
"AUPP001079","Jar Vida Glow (Original)","EACH"
"AUPP001080","Sachet Vida Glow (Original)","KG"
"AUPP001081","Lid Vida Glow (Original)","EACH"
"AUPP001082","Pamphlet Vida Glow (Original)","EACH"
"AUPP001083","Blister Foil Dr. Nature Oyster","KG"
"AUPP001084","Cnsr Dr. Nature Oyster","EACH"
"AUPP001085","Tin Neurio Formulated Milk","EACH"
"AUPP001086","Sachet Witsbb Lactoferrin","KG"
"AUPP001087","Tin Witsbb Lactoferrin","EACH"
"AUPP001088","Sachet Witsbb Calcium, Fe,","KG"
"AUPP001089","Cnsr Naturopathica FatBlaster","EACH"
"AUPP001090","Cnsr Wellohi Mushroom Oil 3.3g","EACH"
"AUPP001091","Sachet Vitablooms Emukare","KG"
"AUPP001092","Tin Witsbb Calcium Iron Zinc","EACH"
"AUPP001093","Sachet Witsbb Pure Colostrum","KG"
"AUPP001094","Cnsr Emu Kare Formulated Milk","EACH"
"AUPP001095","Sachet Nature's Way Kids Smart","KG"
"AUPP001096","Tin Witsbb Pure Colostrum","EACH"
"AUPP001097","Sachet Tlamee Whey Protein","KG"
"AUPP001098","Sachet Opela Whey Protein","KG"
"AUPP001099","Sachet Tlamee Lactoferrin","KG"
"AUPP001100","Sachet Tlamee Lactase","KG"
"AUPP001101","Sachet Tlamee Selectzinc","KG"
"AUPP001102","Sachet Tlamee Selectiron","KG"
"AUPP001103","Sachet Tlamee Probiotics Solid","KG"
"AUPP001104","Sachet Wampole Lactase","KG"
"AUPP001105","Sachet Wampole Goat Colostrum","KG"
"AUPP1108","Cnsr Vidaglow Collagen Liquid","EACH"
"AURM00","","EACH"
"AURM000001","Ethanol 95SG (Pharm)","KG"
"AURM000002","Propylene Glycol BP","KG"
"AURM000003","Royal Jelly Fresh 2%","KG"
"AURM000004","Honey (Non-Pharm)","KG"
"AURM000005","Ascorbic Acid Active","KG"
"AURM000006","Eucalyptus Propolis","KG"
"AURM000007","Microcrystalline Cellulose","KG"
"AURM000008","Magnesium Stearate","KG"
"AURM000009","Ligusticum Extract","KG"
"AURM000010","Propolis Resin 98%","KG"
"AURM000011","Royal Jelly Powder 3:1","KG"
"AURM000012","Capsule Shell Light Yellow","CAPS"
"AURM000013","Silica Colloidal Anhydrous","KG"
"AURM000014","Calcium Hydrogen Phosphate","KG"
"AURM000015","Maltodextrin (Pharm)","KG"
"AURM000016","Milk Flavor Powder","KG"
"AURM000017","Opadry Yellow (Non-Pharm)","EACH"
"AURM000018","Propolis 5min 500mg","CAPS"
"AURM000019","Evening Primrose Oil 1000mg","CAPS"
"AURM000020","Capsule Shell Pink","CAPS"
"AURM000021","J&B Camphor Crystalline","KG"
"AURM000022","J&B Menthol Crystalline","KG"
"AURM000023","Capsicum Oleoresin","KG"
"AURM000026","J&B Turpentine","KG"
"AURM000027","Royal Jelly 1000mg","CAPS"
"AURM000028","Royal Jelly 5:1 Powder","KG"
"AURM000030","Royal Jelly 400mg Hard Shell","CAPS"
"AURM000031","Sheep Placenta Powder 10:1","KG"
"AURM000032","Echinachea Dried Juice 45:1","KG"
"AURM000033","Capsule Shell Light","CAPS"
"AURM000036","Emu Fire Glycerol BP","KG"
"AURM000037","Lanolin Oil","KG"
"AURM000038","Perfume Tears","KG"
"AURM000039","Peppermint Oil","KG"
"AURM000040","R.O.Water","KG"
"AURM000042","J&B Oil Emu","KG"
"AURM000043","First Grade Gum Turpentine","KG"
"AURM000044","Kangaroo Powder 10:1","KG"
"AURM000055","Capsule Shell Clear 0","CAPS"
"AURM000059","Goat's Milk Powder","KG"
"AURM000060","Shark Cartilage Powder","KG"
"AURM000064","Capsule Shell Brown","CAPS"
"AURM000066","Aromatic Bitters","ML"
"AURM000067","Zinc Citrate","KG"
"AURM000068","Glucose Anhydrous (Pharm)","KG"
"AURM000069","Paraffin Oil (Non-Pharm)","KG"
"AURM000070","Sorbitol DC","KG"
"AURM000071","Colostrum Powder 20% IgG","KG"
"AURM000073","Aloe Vera Gel","KG"
"AURM000074","Rose Water Concentrate","KG"
"AURM000075","Calcium Hydrogen Phosphate","KG"
"AURM000076","Echinacea Extract (Non-Pharm)","KG"
"AURM000077","Run Cheng Tang Asarum","KG"
"AURM000078","Run Cheng Tang Peppermint Oil","KG"
"AURM000079","Run Cheng Tang Methyl Salicyla","KG"
"AURM000080","Quercetin","KG"
"AURM000081","Run Cheng Tang Angelica Ext","KG"
"AURM000082","Run Cheng Tang Clove Oil","KG"
"AURM000084","Capsule Shell Clear 00","CAPS"
"AURM000085","Run Cheng Tang Paraffin Oil","KG"
"AURM000086","Sorbitol 70%  Non-crystalising","KG"
"AURM000087","Saccharin Sodium 450","KG"
"AURM000088","Flavour Orange Powder","KG"
"AURM000090","Squalene 1000mg","CAPS"
"AURM000092","Royal Jelly 500mg Capsules","CAPS"
"AURM000093","Shark CartilageHard Shell","CAPS"
"AURM000095","Tea Tree Oil (Pharm)","KG"
"AURM000096","Carmellose Sodium (Pharm)","KG"
"AURM000097","Sodium Lauryl Sulphate","KG"
"AURM000099","Instant Whole Milk Powder (AU)","KG"
"AURM000100","Emu Fire Emu Oil","KG"
"AURM000101","Glucamate SSE 20 (Pharm)","KG"
"AURM000102","Surfadone LP 300 (Pharm)","KG"
"AURM000103","Urea","KG"
"AURM000104","Methyl Hydroxybenzoate (Pharm)","KG"
"AURM000105","Propyl Hydroxybenzoate (Pharm)","KG"
"AURM000106","Silicone 200/350 (Pharm)","KG"
"AURM000107","dl-alpha-Tocopheryl Acetate","KG"
"AURM000108","Wheat Germ Oil Refined (Pharm)","KG"
"AURM000109","Glucate SS (Pharm)","KG"
"AURM000110","Polawax GP200 (Pharm)","KG"
"AURM000111","Cetyl Alcohol (Pharm)","KG"
"AURM000112","Promulgen G (Pharm)","KG"
"AURM000113","Phenoxyethanol (Pharm)","KG"
"AURM000114","Calendula Oil (Pharm)","KG"
"AURM000115","Germal II (Pharm)","KG"
"AURM000116","Lavender Oil (Pharm)","KG"
"AURM000117","Rose Extract (Herbasol)","KG"
"AURM000118","Chamomile Extract (Liquid)","KG"
"AURM000119","Marigold Extract (Liquid)","KG"
"AURM000120","Aloe Vera Extract (Liquid)","KG"
"AURM000121","Ceraphyl 230 (Pharm)","KG"
"AURM000122","Acetulan (Pharm)","KG"
"AURM000123","Methyl Salicylate (Pharm)","KG"
"AURM000124","Eucalyptus Oil 80%","KG"
"AURM000125","Rosemary Oil (Pharm)","KG"
"AURM000126","Black Pepper Oil (Pharm)","KG"
"AURM000127","Ginger Oil (Pharm)","KG"
"AURM000128","Capsicum Powder","KG"
"AURM000129","Petroleum Jelly Extra Light","CAPS"
"AURM000130","Wintergreen Oil (Natural)","KG"
"AURM000132","Eucalyptus Oil 80% (Non-Pharm)","KG"
"AURM000133","Carob Flour Light (Pharm)","KG"
"AURM000134","Ponceau 4R Lake","KG"
"AURM000135","Yellow Printed Placenta","CAPS"
"AURM000136","Lifetime Manuka Honey","KG"
"AURM000138","Royal Jelly Powder 20:1","KG"
"AURM000139","Chitosan (Pharm)","KG"
"AURM000145","Psyllium Husk (Unmilled) 95","KG"
"AURM000146","Citric Acid Anhydrous","KG"
"AURM000147","Caster Sugar (Pharm)","KG"
"AURM000149","Squalene (Pharm)","KG"
"AURM000150","Almond Oil (Sweet)","KG"
"AURM000151","Psyllium Husk 98% Powder","KG"
"AURM000152","Jojoba Oil","KG"
"AURM000153","Isopropyl Myristate","KG"
"AURM000154","Jelly Bush Honey","KG"
"AURM000155","Psyllium Husk (Unmilled) 95","KG"
"AURM000156","Sunset Yellow","KG"
"AURM000157","Capsule Shell Maroon","CAPS"
"AURM000160","Placentra Yellow Capsule","CAPS"
"AURM000161","Royal Jelly Powder (Food)","KG"
"AURM000162","Abalone Powder","KG"
"AURM000163","Psyllium Husk Powder","KG"
"AURM000164","Natural Skin Beauty Oil","CAPS"
"AURM000165","Strawberry Flavour Powder","KG"
"AURM000166","Sodium Carbonate DC","KG"
"AURM000167","Sodium Bicarbonate BP","KG"
"AURM000168","Lactose Anhydrous DC","KG"
"AURM000169","PEG3350","KG"
"AURM000170","F D & C Blue No.1","KG"
"AURM000171","F D & C Yellow No.5","KG"
"AURM000172","D & C Red No.33","KG"
"AURM000173","Capsule Shells White","CAPS"
"AURM000174","Glucosamine Sulphate Potassium","KG"
"AURM000175","Propolis Powder 5:1","KG"
"AURM000176","Ascorbic Acid","KG"
"AURM000177","Grape Seed Extract (70E:30W)","KG"
"AURM000178","Lecithin Powder (Pharm)","KG"
"AURM000179","Silymarin Seed Extract  70:1","KG"
"AURM000180","Capsule Shells Orange 0","CAPS"
"AURM000181","Taraxacum (Dandelion) Root 5:1","KG"
"AURM000182","Glucose DC (Medium) (Pharm)","KG"
"AURM000183","Spirulina Powder (Pharm)","KG"
"AURM000185","Capsule Yellow Shell Placentra","CAPS"
"AURM0001853","Camarel Liquid (Pharm)","KG"
"AURM000186","Capsule Maroon Shell Kangaroo","CAPS"
"AURM000187","Cocoa Powder Standard","KG"
"AURM000188","Vitamin E Powder (Pharm)","KG"
"AURM000189","Placenta Extract 20:1","KG"
"AURM000190","Chondroitin Sulphate Sodium","KG"
"AURM000191","Bee Pollen Powder (Pharm)","KG"
"AURM000192","Goat's Milk Powder Whole","KG"
"AURM000193","Cocoa Powder Alkalised","KG"
"AURM000194","Taurine (Pharm)","KG"
"AURM000195","Barley Grass Powder (Pharm)","KG"
"AURM000196","Ginkgo Biloba Leaf Dry Extract","KG"
"AURM000197","Petroleum Jelly White","KG"
"AURM000199","Croscarmellose Sodium (Pharm)","KG"
"AURM000200","Vegetable Capsule Shell 0","CAPS"
"AURM000201","Soy Polysaccharide (Pharm)","KG"
"AURM000205","dl-alpha-Tocopheryl Acetate","KG"
"AURM000206","RBK Thiamine Hydrochloride","KG"
"AURM000207","RBK Nicotinamide","KG"
"AURM000209","RBK Cyanocobalamin 0.1%","KG"
"AURM000216","RBK Copper Gluconate","KG"
"AURM000228","Lemon Bioflavanoid Complex 35%","KG"
"AURM000229","Wheat Grass Leaf Powder","KG"
"AURM000230","Capsule Shell Clear","CAPS"
"AURM000233","Medwiser Coptis Chinensis","KG"
"AURM000239","Nirvana Stevia Leaf Ext. 12:1","KG"
"AURM000240","Capsule Shell Clear Size 1","CAPS"
"AURM000241","Koda Monascus Purpureus","KG"
"AURM000242","Emu Oil (Prime Nature Prize)","KG"
"AURM000243","Mountaintop Ginger Powder","KG"
"AURM000245","Mountaintop Hawthorn Berry","KG"
"AURM000246","Mountaintop Raspberry Leaf","KG"
"AURM000253","Mountaintop Nettle (Stinging)","KG"
"AURM000254","Capsule Shell Clear 0","CAPS"
"AURM000258","Squalene Plus Soft Gel","CAPS"
"AURM000260","Royal Jelly 500mg HS","CAPS"
"AURM000261","South Australia","KG"
"AURM000263","Maxbal Epimedium Brevicornu","KG"
"AURM000264","Maxbal Rosa Laevigata","KG"
"AURM000265","Maxbal Panax Ginseng 9:1","KG"
"AURM000266","Maxbal Cordyceps Sinensis","KG"
"AURM000267","Colostrum 12% IgG","KG"
"AURM000268","Yellow Placentra Capsule 00","CAPS"
"AURM000270","Royal Jelly Powder 15:1","KG"
"AURM000271","J & B Melatonin","KG"
"AURM000273","RBK Shark Cartilage Powder","KG"
"AURM000274","Power Creatine Monohydrate","KG"
"AURM000275","Capsule Shell White Size 00","CAPS"
"AURM000276","Power Glutamine (Pharm)","KG"
"AURM000277","Power Taurine (Pharm)","KG"
"AURM000278","Power Citric Acid anhydrous","KG"
"AURM000279","Power Orange Flavour","KG"
"AURM000285","Kava Kava Powder 10:1","KG"
"AURM000287","Croscaramellose","KG"
"AURM000288","Maltodextrin (Reduced Dextrose","KG"
"AURM000290","Placenta Powder 10:1","KG"
"AURM000291","Power Calcium HMB","KG"
"AURM000292","Niacinamide","KG"
"AURM000293","Pyridoxine Hydrochloride (B6)","KG"
"AURM000294","Riboflavin (B2) (Pharm)","KG"
"AURM000295","Thiamine Mononitrate","KG"
"AURM000296","Calcium Pantothenate (Pharm)","KG"
"AURM000297","Folic Acid (Pharm)","GM"
"AURM000299","Ferrous Fumarate (Pharm)","KG"
"AURM000300","Magnesium Oxide Heavy (Pharm)","KG"
"AURM000301","Manganese Sulphate Monohydrate","KG"
"AURM000302","Manganese Sulphate Monohydrate","GM"
"AURM000304","J&B Capsule Yellow/Maroon","CAPS"
"AURM000305","Witch Hazel Extract","KG"
"AURM000306","Glycerol BP","KG"
"AURM000307","Emu Fire DMDM Hydantoin","KG"
"AURM000308","Stearic Acid (Pharm)","KG"
"AURM000309","Emu Fire Cetostearyl Alcohol","KG"
"AURM000310","Docosahexaenoic Acid  Soft Gel","CAPS"
"AURM000311","Capsule Shell 00","CAPS"
"AURM000313","Chromium Picolinate (Pharm)","KG"
"AURM000317","J & B Chitosan Heavy","KG"
"AURM000318","J & B Choline Bitartrate","KG"
"AURM000319","J & B Chromium Picolinate","KG"
"AURM000320","Garlic 3,000 mg Soft Gel","CAPS"
"AURM000321","Royal Jelly Jube","KG"
"AURM000336","Calcium Phosphate Anhydrous","KG"
"AURM000370","Calcium Hydrogen Phosphate","KG"
"AURM000386","Capsule Blue 0 Vigor","CAPS"
"AURM000387","Super Nature Gingko 50:1","KG"
"AURM000390","Planetary Amla Powder","KG"
"AURM000391","Planetary Spirulina","KG"
"AURM000392","R&T Shark Cartilage Powder","KG"
"AURM000394","Kang-grp","KG"
"AURM000401","Squalene Jube Mango","KG"
"AURM000404","Propolis Candy 10KG","KG"
"AURM000405","R&T Clear Capsule Shells 0","CAPS"
"AURM000406","Crocodile Powder 5:1","KG"
"AURM000415","Placenta Powder 10:1","KG"
"AURM000416","Crospovidone (Pharm)","KG"
"AURM000417","Chitosan Heavy","KG"
"AURM000418","Health Share","KG"
"AURM000419","Health Share","KG"
"AURM000420","Placenta Powder 10:1","KG"
"AURM000421","Health Share Cnidium Monnieri","KG"
"AURM000422","MIA Shark Cartilage Powder","KG"
"AURM000423","Health Share Morinda Officinal","KG"
"AURM000424","Acacia Spray Dried","KG"
"AURM000425","Health Share","KG"
"AURM000426","Standard Triethanolamine","KG"
"AURM000427","Health Share","KG"
"AURM000428","Carbomer 940","KG"
"AURM000429","Polyethylene Glycol 300","KG"
"AURM000430","Fructose (Pharm)","KG"
"AURM000431","Zinc Oxide (Pharm)","KG"
"AURM000432","Juniper Berry Oil","KG"
"AURM000433","Koda","KG"
"AURM000434","Koda Cordyceps Sinensis 20:1","KG"
"AURM000435","Royal Jelly Soft Gel Capsules","CAPS"
"AURM000436","Osteo Capsule Shell 00","CAPS"
"AURM000437","Sodium EDTA","KG"
"AURM000438","St. Johns Wort Ext Dry","KG"
"AURM000439","Melatonin (Pharm)","KG"
"AURM000440","American Ginseng 4:1","KG"
"AURM000441","Proudex Royal Jelly","KG"
"AURM000443","Soy Protein Powder (Non-Pharm)","KG"
"AURM000444","Unity Royal Jelly Powder","KG"
"AURM000445","Placentra & Aust Logo","CAPS"
"AURM000447","Whey Protein Powder (Non-Pharm","KG"
"AURM000449","Ascorbic Acid Granular DC","KG"
"AURM000450","Triethanolamine BP","KG"
"AURM000452","Egg Albumen Powder","KG"
"AURM000453","Vanilla Flavour Powder (Pharm)","KG"
"AURM000454","Sodium Ascorbate (Pharm)","KG"
"AURM000455","Aspartame","KG"
"AURM000456","Spearmint Oil","KG"
"AURM000457","Zinc Gluconate (Pharm)","GM"
"AURM000458","Ariable Tangerine","KG"
"AURM000459","Povidone (Pharm)","KG"
"AURM000460","Calcium Gluconate (Pharm)","KG"
"AURM000461","Vitamin A 250 CWS","KG"
"AURM000463","Capsule Mega & Kangaroo","CAPS"
"AURM000464","Glucose Monohydrate","KG"
"AURM000465","Vitamin D3 Dry 100CWS","KG"
"AURM000466","Hydrogenated Vegetable Oil","KG"
"AURM000467","Talc Powder (Pharm)","KG"
"AURM000468","Banana Powder Flavour","KG"
"AURM000469","Lifetime Royal Jelly 1000mg","CAPS"
"AURM000472","Genesis Squalene 1000mg","CAPS"
"AURM000473","Omega 3 1000mg Soft Gel","CAPS"
"AURM000474","Aussia Lecithin 1200mg SG","CAPS"
"AURM000475","Aussia EPO 1000mg SG","CAPS"
"AURM000476","RBK Marine Collagen HS","CAPS"
"AURM000477","Tong Ren Tang -","KG"
"AURM000480","Schizandra Extract Fruit","KG"
"AURM000483","Tong Ren Tang-","TABS"
"AURM000485","Cnidium Monnier 6:1","KG"
"AURM000486","Cistanche Deserticola 6:1","KG"
"AURM000488","Paeonia Lactiflora 6:1","KG"
"AURM000490","Morinda Officinalis 6:1","KG"
"AURM000491","Epimedium Brevicornu 6:1","KG"
"AURM000493","Panax Ginseng Root 3:1","KG"
"AURM000498","Liver Tonic Hard Shell","CAPS"
"AURM000499","Zinc Sulphate Heptahydrate","KG"
"AURM000500","L-Cysteine Hydrochloride","KG"
"AURM000503","Squalene Oval 500mg Soft Gel","CAPS"
"AURM000504","Lifetime Royal Jelly 500mg","CAPS"
"AURM000505","J&B Soy Isoflavones 40","KG"
"AURM000506","Grape Seed  Hard Shell","CAPS"
"AURM000507","Omega 3 + E 1000mg","CAPS"
"AURM000509","Propolis 500mg 10min","CAPS"
"AURM000510","Placenta Soft Gel","CAPS"
"AURM000511","Capsules White 00","CAPS"
"AURM000513","Aussia Omega 3 Soft Gel","CAPS"
"AURM000514","Propolis 5 min Soft Gel","CAPS"
"AURM000515","Lecithin 1200mg Soft Gel","CAPS"
"AURM000519","Shark Cartilage 750mg","CAPS"
"AURM000520","Aussia Grape Seed 12,000mg HS","CAPS"
"AURM000524","JoJo Omega 3 Soft Gel","CAPS"
"AURM000525","Shark Cartilage 500mg HS","CAPS"
"AURM000529","Colostrum 800mg Bear Shaped","TABS"
"AURM000530","Primal Stevia Powder","KG"
"AURM000532","Grape Seed 12000mg Hard Shell","CAPS"
"AURM000533","Shark Cartilage Hard Shell","CAPS"
"AURM000534","Shark Cartilage 500mg","CAPS"
"AURM000536","Evergreen Propolis Soft Gel","KG"
"AURM000537","Omega-3 Marine 1000mg Plus","CAPS"
"AURM000539","Evergreen Omega 3 Soft Gel","CAPS"
"AURM000540","J&B Super Antioxidant Tablets","TABS"
"AURM000541","Careline Squalene Soft Gel","CAPS"
"AURM000542","Evergreen Squalene Soft Gel","CAPS"
"AURM000543","Squalene Soft Gel","CAPS"
"AURM000544","Propolis 300mg/mL Liquid","KG"
"AURM000545","Squalene Soft gel Capsule Oval","CAPS"
"AURM000546","Baby Sheep Powder 30:1","KG"
"AURM000548","Baby Sheep Powder 30:1","KG"
"AURM000550","Aussia Squalene Soft Gel","CAPS"
"AURM000552","Soy Isoflavone 40% (Non-Pharm)","KG"
"AURM000557","Ganoderma Lucidum Powder","KG"
"AURM000558","Ganoderma Lucidum Spore","KG"
"AURM000562","Careline Propolis Soft Gel","CAPS"
"AURM000563","Careline Omega-3 Soft Gel","CAPS"
"AURM000564","Careline Lecithin Soft Gel","CAPS"
"AURM000565","Calcium 350mg & Vit.D","CAPS"
"AURM000566","Evergreen Grape Seed Soft Gel","CAPS"
"AURM000567","Propolis Tincture 200mg/mL","KG"
"AURM000570","Bee Pollen Granular","KG"
"AURM000572","Genesis Calcium Plus","CAPS"
"AURM000573","GB Shark Liver Oil Soft Gel","CAPS"
"AURM000578","Propolis Extract (Carob)","KG"
"AURM000579","J&B Anserine","KG"
"AURM000581","Careline Squalene 1000mg","CAPS"
"AURM000582","G & W Aust Royal Jelly (1.1%)","CAPS"
"AURM000583","EPO Soft Gel Capsule","CAPS"
"AURM000584","Propolis 200mg/mL Liquid","KG"
"AURM000586","Genesis Propolis Hard Shell","CAPS"
"AURM000587","Aloe Vera Powder 200:1","KG"
"AURM000589","Marine Protein Complex ATW Tab","TABS"
"AURM000591","Aurinda Propolis 500mg","CAPS"
"AURM000593","Liver Hard Shell Capsules","CAPS"
"AURM000594","Squalene 1000mg Soft Gel","CAPS"
"AURM000595","Propolis Soft Gel Capsules","CAPS"
"AURM000597","Aurinda Propolis 500mg","CAPS"
"AURM000598","Sheep Placenta Soft Gel","CAPS"
"AURM000600","Omega 3 Soft Gel Capsules","CAPS"
"AURM000601","Powdered Lecithin","KG"
"AURM000603","Potassium Sorbate (Pharm)","GM"
"AURM000604","Sodium Benzoate BP","KG"
"AURM000606","Propolis 200mg/mL Tincture","KG"
"AURM000608","Sheep Placenta Hard Shell","CAPS"
"AURM000610","Garlic Powder Odourless","KG"
"AURM000612","Evergreen Propolis S/G","CAPS"
"AURM000613","Ostrich Eggshell Powder","KG"
"AURM000614","Propolis 250mg Hard Shell","CAPS"
"AURM000615","Royal Jelly Hard Shell","CAPS"
"AURM000616","Propolis 500mg Soft Gel","CAPS"
"AURM000617","Marine Collagen Powder","KG"
"AURM000618","Emu Fire Emu Oil Capsule","CAPS"
"AURM000619","Genesis Omega-3 Soft Gel","CAPS"
"AURM000620","Genesis Multi-Vitamin Soft Gel","CAPS"
"AURM000621","Whey Protein Powder (Pharm)","KG"
"AURM000622","Genesis Nat Vit E Soft Gel","CAPS"
"AURM000627","RBK Grape Seed Hard Shell","CAPS"
"AURM000628","Squalene 5 in 1 Soft Gel","CAPS"
"AURM000629","Placenta 12000mg Soft Gel","CAPS"
"AURM000630","Ever Green Colostrum 45 IgG","TABS"
"AURM000631","Microcrystalline Cellulose 101","KG"
"AURM000632","Ever Green Colostrum 60 IgG","TABS"
"AURM000633","Polysorbate 20 BP (Pharm)","KG"
"AURM000634","RBK Royal Jelly Low Powder","KG"
"AURM000635","Green Lipped Mussel Powder","KG"
"AURM000636","Maize Starch (Pharm)","KG"
"AURM000637","Prosolv SMCC 90 (Pharm)","KG"
"AURM000638","Lactose Monohydrate (Pharm)","KG"
"AURM000640","TCM Oyster Shell Powder","KG"
"AURM000641","TCM Paeonia Lactiflora Root","KG"
"AURM000642","TCM Atractylodes Macrocephala","KG"
"AURM000643","TCM Cinnamomum Cassia Twig","KG"
"AURM000649","Omega 3+E1000mg Soft Gel","CAPS"
"AURM000651","Propolis 200mg/mL Liquid","KG"
"AURM000652","Royal Jelly (0.5%) Soft Gel","CAPS"
"AURM000654","Royal Jelly (1.1%) Soft Gel","CAPS"
"AURM000656","Royal Jelly 1000mg (0.5/0.8)","CAPS"
"AURM000659","Genesis Ginkgo Tablets Film","TABS"
"AURM000660","Sucralose (Non-Pharm)","KG"
"AURM000661","Zen Cinnamomum Cassia","KG"
"AURM000662","Zen Acantbopanax Sentocisus","KG"
"AURM000663","Zen Epimedium Grandiflorum","KG"
"AURM000664","Zen Lonicera Japonica Thund.","KG"
"AURM000665","Zen Celery Seeds Powder","KG"
"AURM000666","Milk Calcium Powder","KG"
"AURM000667","Propolis 2000mg Soft Gel","CAPS"
"AURM000668","Marine Protein Tablet","TABS"
"AURM000669","Vegetable Capsule Shell Clear","CAPS"
"AURM000670","Trusil Nature Orange Flavour","KG"
"AURM000671","Cordyceps Granular (Pharm)","KG"
"AURM000672","Manganese Gluconate (Pharm)","KG"
"AURM000673","Calcium Ascorbate (Pharm)","KG"
"AURM000674","Glucosamine HCl USP (Pharm)","KG"
"AURM000676","Marine Protein Tablets Film","TABS"
"AURM000677","Spirulina Granules (Pharm)","KG"
"AURM000678","Primal Maca Powder","KG"
